Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh)
Canada,2002,8328.76,39152.77,80.92,68.97,45.38,33.96,2977.52,0.06
Canada,2008,3197.54,10304.22,17.34,44.2,22.51,31.91,2267.3,0.41
Brazil,2015,6847.91,36535.07,38.93,45.29,20.8,38.06,3268.98,0.14
Japan,2023,3112.11,1285.48,16.21,16.87,57.93,21.3,4021.57,0.1
India,2012,7416.5,39919.51,44.62,69.65,49.2,32.63,4854.69,0.17
Germany,2018,4683.44,1640.45,70.99,47.34,26.12,39.07,3319.44,0.39
USA,2017,6015.69,12176.7,18.24,51.61,37.81,20.09,3747.3,0.15
Australia,2020,4216.82,13779.77,79.84,18.5,27.74,18.7,3057.22,0.29
Germany,2011,1703.63,8296.68,53.37,52.13,20.41,33.07,2846.97,0.15
USA,2011,1862.49,24312.38,68.66,12.94,35.67,23.37,370.67,0.22
China,2000,867.93,14542.55,8.84,74.62,45.94,21.96,817.62,0.28
India,2019,6218.92,49667.75,12.98,70.45,58.17,26.37,1927.3,0.39
Japan,2007,8501.52,29208.46,57.77,23.6,50.79,38.07,3265.04,0.18
Russia,2016,306.28,28540.65,76.25,51.57,29.21,12.52,425.18,0.25
Canada,2020,755.77,11433.05,79.28,52.19,33.45,23.97,2744.67,0.34
Germany,2019,4628.92,20730.13,63.51,66.24,40.82,13.3,115.25,0.17
USA,2021,7403.44,6636.91,22.08,62.98,27.65,36.51,3842.16,0.15
Russia,2006,1661.31,38245.2,21.58,79.53,53.32,14.1,3351.32,0.31
Germany,2008,2789.35,16892.38,79.92,34.56,26.72,12.69,2627.34,0.48
India,2016,2396.86,37722.31,14.63,18.72,31.6,38.91,2877.16,0.46
Japan,2009,4050.61,18898.95,63.32,50.14,43.1,26.9,4667.16,0.32
UK,2003,2327.49,49443.48,50.35,63.48,24.93,34.78,4538.15,0.24
Germany,2021,3590.73,8970.52,40.82,30.01,44.98,24.11,3974.12,0.3
Germany,2006,7312.57,575.43,42.43,26.53,57.77,23.07,1714.32,0.41
Japan,2006,6148.99,29943.86,85.34,66.17,47.66,37.35,580.87,0.09
China,2007,903.7,47671.18,78.22,62.76,52.51,39.7,1641.09,0.4
Brazil,2023,6413.68,32529.18,78.52,24.24,37.54,28.56,3772.21,0.35
Germany,2023,4823.06,4743.31,39.56,70.85,34.61,37.55,3074.45,0.17
Japan,2007,9352.2,27253.78,14.09,19.43,33.14,35.88,3542.58,0.44
Brazil,2015,2964.11,45519.6,89.82,17.65,46.42,26.32,571.38,0.09
Japan,2011,7289.05,822.05,17.35,34.58,40.74,38.23,834.31,0.46
Japan,2014,7335.52,8762.15,48.82,72.06,38.89,16.3,3338.38,0.22
China,2007,2292.86,40820.8,27.49,58.68,24.03,36.55,1890.41,0.41
Japan,2021,9041.91,44748.4,48.41,37.63,46.93,19.28,1877.48,0.12
India,2008,4962.71,35504.45,30.92,21.01,49.02,10.92,1993.66,0.31
Germany,2002,6820.95,49582.23,81.24,59.94,27.85,33.61,3989.9,0.07
USA,2021,1543.97,4965.69,87.31,51.94,50.39,37.9,3510.32,0.18
USA,2020,2652.26,27510.99,39.86,79.14,55.18,16.5,574.88,0.42
USA,2015,5902.46,34407.24,10.97,63.59,26.98,26.02,1754.57,0.25
Japan,2014,3258.37,35280.91,61.38,17.15,38.08,32.48,3385.47,0.35
Russia,2023,5046.96,39777.49,37.01,60.98,55.05,19.95,4881.84,0.41
Brazil,2003,3802.65,45922.49,88.81,28.02,39.49,14.41,4565.65,0.29
Brazil,2019,6441.48,18401.25,12.6,77.33,52.61,21.77,1278.95,0.31
Japan,2015,4922.74,2626.69,15.13,11.35,28.63,23.7,376.86,0.39
India,2009,145.64,18440.87,64.45,26.68,22.56,32.27,2887.65,0.1
India,2010,6531.84,33744.93,69.49,44.93,22.38,15.96,2060.94,0.08
Canada,2004,4279.0,11066.08,45.04,15.53,58.89,34.45,957.78,0.33
Japan,2010,3482.81,40593.66,28.57,34.08,26.59,25.07,3275.65,0.49
Australia,2012,1032.05,11378.34,31.33,44.81,54.6,37.12,843.74,0.34
China,2014,2281.66,998.14,33.73,41.29,32.63,26.97,1789.83,0.37
USA,2005,2315.35,25650.0,24.15,42.24,21.6,23.41,3983.11,0.35
China,2015,9360.16,36459.85,77.3,71.53,29.64,18.6,3437.28,0.32
USA,2014,4381.88,17807.94,10.53,45.37,40.22,13.19,3055.26,0.14
UK,2010,516.45,37570.34,39.62,75.87,24.27,21.15,4657.59,0.43
UK,2019,1474.29,22201.01,68.55,20.34,56.89,22.41,670.77,0.31
Japan,2001,882.42,8999.87,5.33,29.62,56.0,27.05,3470.27,0.49
UK,2001,5929.81,4982.64,79.63,55.96,25.97,35.8,630.77,0.08
Russia,2011,1947.55,35674.06,65.03,29.82,49.48,23.91,725.05,0.18
Canada,2015,5035.72,19592.88,11.24,34.31,38.43,19.43,2556.81,0.09
India,2018,3763.61,45682.3,81.07,73.07,59.29,36.2,169.35,0.44
Russia,2001,8058.38,27242.63,46.42,47.7,22.22,32.02,2529.94,0.42
China,2016,3272.85,17747.4,60.44,33.43,38.84,19.21,96.92,0.4
China,2013,4636.83,17775.05,79.97,64.37,31.42,15.01,3031.95,0.36
UK,2023,7240.73,7006.17,79.9,14.95,49.06,18.73,1594.45,0.1
India,2015,4390.18,29892.56,39.74,49.46,24.45,13.71,462.16,0.23
Canada,2004,7952.83,29317.27,25.2,16.98,45.12,37.1,3915.17,0.37
USA,2009,6650.68,40099.69,26.88,22.38,57.92,28.35,1980.13,0.21
Russia,2016,4164.24,10459.25,70.11,14.37,38.16,35.91,2247.9,0.37
Canada,2012,5089.42,14894.09,84.0,73.12,38.17,34.61,1903.67,0.18
Germany,2015,9675.31,5313.28,11.14,13.37,39.83,14.6,463.97,0.29
Brazil,2008,6649.95,15119.44,6.28,46.15,36.63,23.29,2326.59,0.21
UK,2023,9059.45,21691.05,74.95,25.75,37.9,39.16,3343.92,0.46
USA,2003,1869.71,48219.41,37.86,36.85,38.53,17.01,4521.71,0.25
Germany,2023,4884.04,32826.77,28.5,44.56,59.92,11.51,3830.83,0.18
USA,2015,9095.75,39252.26,21.01,41.5,24.66,20.38,442.48,0.08
USA,2022,3293.86,16612.74,34.45,62.37,31.41,25.33,870.73,0.12
UK,2010,9679.88,7653.38,87.57,73.83,28.43,11.68,271.89,0.3
USA,2006,1061.07,13207.64,88.05,31.02,41.77,22.8,640.98,0.37
Canada,2016,9036.44,13195.15,33.18,11.72,20.11,17.6,2428.61,0.48
Canada,2021,4507.6,29364.21,86.91,72.58,56.84,16.36,1137.71,0.32
Germany,2012,830.07,17402.82,30.49,78.51,41.24,17.92,3257.29,0.36
China,2003,8807.26,42941.24,77.63,40.33,55.84,13.16,210.21,0.33
India,2013,2594.21,49432.95,23.02,41.91,33.8,12.3,4293.37,0.46
Russia,2009,320.28,17493.27,75.25,20.09,26.0,27.88,3404.32,0.19
Russia,2009,1444.49,35400.48,35.07,43.29,27.69,38.43,4846.94,0.32
Australia,2009,6625.24,33045.59,21.64,31.23,38.83,34.14,4766.51,0.48
UK,2011,9780.33,10125.89,84.46,79.61,21.61,35.02,3479.98,0.05
Japan,2001,1203.48,45941.43,23.21,22.94,51.27,32.05,832.32,0.17
Japan,2022,4673.29,10372.41,89.31,36.5,51.63,38.68,1149.31,0.39
Germany,2008,1888.3,36979.38,14.23,53.16,48.08,38.52,1424.03,0.26
USA,2004,7475.86,17706.68,5.85,34.16,55.85,33.35,2162.04,0.13
USA,2007,1268.78,18670.54,79.02,43.21,41.98,31.48,2875.82,0.31
UK,2020,2474.43,23044.73,54.86,78.14,39.17,19.16,3428.87,0.28
Brazil,2013,2044.42,43293.14,40.84,45.56,41.17,12.73,424.4,0.25
China,2006,5569.95,7442.47,11.97,73.72,27.28,12.79,3072.21,0.2
Australia,2006,8744.52,3201.19,53.87,13.02,40.49,32.09,342.97,0.07
Canada,2008,5159.79,20401.02,38.47,18.39,41.67,10.85,4143.78,0.32
USA,2002,676.61,3251.46,46.11,76.12,50.58,34.49,250.1,0.28
Australia,2013,5677.55,34536.24,58.58,19.01,33.92,20.99,1980.74,0.31
Russia,2016,7995.46,38136.09,59.39,61.56,23.69,15.76,2128.91,0.05
Brazil,2017,1408.35,42808.26,86.65,41.22,43.9,22.23,2873.41,0.09
Canada,2011,819.84,37320.19,60.68,38.47,51.52,31.1,522.47,0.13
UK,2021,1959.3,45859.39,33.85,56.15,58.78,18.25,4668.87,0.25
Australia,2013,7486.25,37540.91,33.02,60.93,23.61,15.21,1946.87,0.41
Germany,2012,5957.64,46835.74,45.56,75.24,49.85,32.14,2011.18,0.16
Canada,2013,5451.89,10058.98,27.04,27.98,43.83,36.42,1253.28,0.41
UK,2008,2569.85,25243.23,37.0,58.87,20.61,27.57,3914.55,0.16
Japan,2018,3389.14,49699.56,76.58,33.96,48.73,25.72,88.42,0.39
UK,2001,9662.26,34238.12,78.08,60.23,21.05,32.65,575.71,0.44
UK,2010,2482.19,43992.74,58.36,19.95,51.41,31.98,2380.27,0.42
Canada,2016,9026.29,2004.49,54.54,42.03,48.85,10.19,4843.08,0.38
Brazil,2001,5847.26,43652.02,41.3,22.85,47.52,18.46,226.16,0.07
Canada,2018,1320.64,35036.81,59.05,33.55,24.8,37.96,356.86,0.2
India,2006,4726.39,8952.39,73.51,60.09,56.76,38.81,3588.72,0.14
China,2017,9490.63,1771.21,67.72,26.33,55.96,25.31,3690.46,0.26
Brazil,2012,4243.8,13366.37,8.01,57.94,56.01,26.8,4489.84,0.21
Germany,2004,8647.53,45830.78,67.15,44.72,34.41,10.02,2904.32,0.33
Brazil,2017,2638.64,33572.58,66.2,16.44,39.69,30.17,2047.57,0.3
Russia,2022,5752.13,46013.72,13.41,37.07,24.6,16.37,2282.82,0.24
Germany,2023,8454.14,22584.46,17.77,70.84,22.04,13.84,2186.0,0.4
Japan,2023,9214.82,46863.04,71.97,79.25,22.35,19.14,4869.01,0.06
Canada,2015,4909.65,23416.51,52.51,35.82,42.75,29.95,1931.43,0.44
UK,2014,6432.91,10610.61,74.84,13.84,32.86,23.09,525.53,0.05
Canada,2007,129.5,7993.98,20.7,19.11,43.18,20.47,1483.65,0.25
Russia,2014,2606.91,49693.68,7.6,65.17,43.71,31.8,4802.44,0.45
Australia,2024,2859.25,17026.2,18.77,55.91,56.28,34.41,2169.82,0.24
Russia,2000,1025.58,8422.62,43.47,29.95,55.29,36.08,1614.57,0.39
India,2016,2868.98,916.22,49.48,37.39,48.74,23.34,1588.23,0.23
UK,2014,3279.11,14635.69,77.9,66.78,52.74,31.53,94.87,0.43
UK,2013,9690.78,44511.25,65.88,38.92,20.13,36.56,3183.93,0.5
USA,2013,6719.16,26933.46,89.18,62.9,20.62,37.27,3635.14,0.45
Australia,2009,4317.45,31805.54,11.69,30.66,38.34,24.76,1797.11,0.08
USA,2001,9881.74,46158.36,16.07,60.74,46.15,20.66,4370.32,0.12
Japan,2005,1617.0,25885.58,12.17,42.65,51.76,37.01,3727.31,0.29
China,2016,4812.91,41994.85,50.77,48.17,37.89,17.84,3024.3,0.48
China,2004,6505.92,16529.75,27.68,51.91,57.61,33.91,3533.89,0.23
Canada,2004,650.25,48866.54,63.11,41.54,52.6,37.26,3858.79,0.17
China,2014,7198.29,4401.29,16.28,42.63,24.11,32.19,2658.9,0.48
UK,2014,1088.69,36379.06,13.77,28.6,37.61,30.4,2019.11,0.37
Russia,2019,1488.79,33198.03,44.11,79.0,59.8,11.52,672.28,0.4
Australia,2010,1680.93,9987.74,36.95,73.41,36.4,16.1,2054.48,0.1
Canada,2004,9296.01,19747.78,75.48,46.92,35.45,30.0,2772.97,0.17
Canada,2000,6864.03,15985.04,76.19,12.42,31.76,33.56,4741.93,0.28
Australia,2010,6588.73,5177.4,14.98,21.79,39.46,11.9,816.73,0.38
UK,2010,5599.39,29447.01,74.05,69.78,49.19,10.57,3796.95,0.21
Japan,2005,2998.78,49686.66,52.95,75.16,21.9,19.35,1241.48,0.14
Japan,2022,6246.81,28199.61,47.8,21.29,53.43,29.35,4787.18,0.25
Canada,2007,4160.48,27490.37,13.05,61.42,56.7,25.36,2994.3,0.24
Japan,2001,1539.62,2495.53,67.87,53.61,51.24,10.25,2192.28,0.44
UK,2014,6927.01,7391.4,10.07,31.24,56.63,14.55,1766.79,0.47
India,2022,1382.86,25904.34,28.6,40.53,23.8,32.57,1049.81,0.13
India,2021,1987.62,49266.34,13.11,57.41,38.0,18.93,3586.76,0.18
USA,2008,8195.22,43892.08,50.12,17.09,22.84,13.52,3198.04,0.4
Brazil,2014,6635.16,17340.35,59.84,23.23,53.47,11.53,4456.27,0.16
Germany,2007,6346.81,27378.71,80.72,12.33,58.1,35.51,3006.82,0.17
China,2015,4240.21,27858.76,67.38,73.15,31.91,24.15,890.53,0.35
Japan,2013,4023.18,34425.35,86.69,50.17,41.42,25.11,3430.03,0.28
India,2014,6933.6,34545.21,69.68,46.64,31.91,11.84,4400.03,0.37
Russia,2019,7426.05,39594.73,30.34,59.44,35.15,24.66,4952.79,0.08
Australia,2012,5151.11,1736.07,51.54,79.18,39.06,29.37,3441.08,0.28
Brazil,2008,9695.77,47212.17,43.92,22.06,51.63,13.68,1483.2,0.35
USA,2000,9561.43,3968.07,53.11,19.32,25.88,37.08,2848.64,0.26
Germany,2005,4183.05,24069.93,53.63,30.64,26.28,33.5,2599.17,0.11
India,2007,8224.16,46019.17,64.68,73.28,28.07,34.06,2584.29,0.11
USA,2019,5478.35,24639.61,12.06,38.8,22.13,26.1,439.17,0.31
Brazil,2017,5166.38,3650.02,68.47,65.54,45.74,20.02,1013.0,0.11
Australia,2017,644.14,11847.38,17.22,24.2,27.59,29.21,2644.37,0.19
China,2016,5782.35,29144.0,7.23,44.55,37.5,16.76,4001.0,0.25
India,2020,9015.72,4849.15,49.11,18.92,47.42,14.11,949.84,0.32
Australia,2015,7823.33,21472.06,54.43,38.9,37.96,26.15,863.19,0.17
Germany,2012,7884.54,16790.12,7.96,28.36,56.24,24.36,3811.28,0.23
Japan,2021,1683.3,40852.78,48.81,48.46,50.77,14.51,3468.24,0.22
Brazil,2003,3648.65,5951.53,50.44,64.63,30.92,25.91,2451.29,0.09
Germany,2003,2408.73,34298.52,9.46,75.69,25.22,26.39,299.29,0.41
China,2020,3227.56,20626.16,65.48,29.87,55.78,36.15,2389.77,0.38
Australia,2013,5837.44,29593.66,22.87,62.02,35.88,32.78,4182.52,0.4
UK,2004,3711.36,10673.82,72.53,71.99,35.3,16.53,102.58,0.12
China,2015,5650.91,30680.33,31.42,18.74,52.4,34.54,557.9,0.28
Canada,2013,4441.16,33861.9,45.62,51.02,20.37,39.07,4056.21,0.2
India,2013,2937.49,3976.46,80.81,52.83,38.04,31.5,2649.5,0.21
Japan,2013,1044.49,41305.04,73.53,29.07,48.57,33.61,3328.22,0.08
Brazil,2024,8929.2,43132.08,71.46,11.58,53.95,17.99,3738.01,0.48
Russia,2023,212.6,3645.93,18.64,27.97,55.41,39.76,1536.03,0.47
Australia,2024,116.36,30357.78,9.09,50.93,38.63,15.29,1524.48,0.23
UK,2013,8285.3,29903.57,56.49,23.75,53.91,32.53,1356.58,0.43
Russia,2018,9968.43,1116.69,39.91,30.11,21.43,21.86,877.91,0.2
India,2002,7298.32,17446.15,82.27,59.55,32.22,20.71,1558.48,0.3
India,2016,251.21,48461.83,34.72,37.88,20.42,18.55,4766.51,0.39
Brazil,2013,2344.23,27994.81,39.9,14.58,26.62,23.23,475.58,0.29
UK,2009,9721.04,46693.98,49.71,37.94,48.99,33.73,1241.15,0.12
India,2012,8105.18,33944.41,72.69,79.98,20.18,38.23,1624.19,0.22
Russia,2021,5711.32,1905.33,27.81,28.27,40.92,22.49,811.39,0.39
UK,2003,2444.92,4346.8,85.05,28.57,36.56,29.55,433.14,0.4
Russia,2010,242.27,36247.86,50.89,21.89,24.91,33.65,851.2,0.2
China,2014,306.53,27951.11,76.48,29.01,47.43,12.99,2662.61,0.29
Germany,2014,6158.61,6794.01,49.68,50.23,47.72,38.82,3003.92,0.14
UK,2023,316.14,30896.1,70.62,77.52,49.05,16.35,1115.52,0.16
USA,2001,9936.94,40609.22,9.37,52.54,50.61,37.45,2543.83,0.12
Germany,2010,1915.5,37772.63,72.93,38.69,32.6,39.6,80.84,0.25
Germany,2001,7136.0,12685.04,49.54,37.27,59.77,13.01,3029.99,0.37
UK,2022,1635.09,13280.65,43.2,11.7,22.92,36.78,56.46,0.45
Japan,2004,5446.92,48407.97,14.49,10.18,45.91,29.23,3231.74,0.3
India,2012,898.05,44426.54,68.03,65.8,58.83,34.54,2442.44,0.34
China,2000,7691.11,16257.7,16.15,44.31,28.97,13.27,590.91,0.17
Japan,2006,5890.72,41290.7,21.35,12.32,31.12,35.03,487.6,0.14
Japan,2006,953.05,8506.06,15.75,30.02,43.04,28.78,84.11,0.23
USA,2009,8501.0,10243.63,5.56,34.97,51.25,25.32,2780.64,0.3
Australia,2005,5515.48,9469.2,61.26,64.83,33.16,26.8,4042.42,0.07
UK,2019,9223.76,4842.18,28.02,40.41,53.47,32.33,4289.89,0.09
Russia,2011,9174.57,42806.57,17.7,65.25,29.64,18.93,2867.72,0.33
India,2012,9213.03,29150.94,32.2,54.36,54.97,38.3,4441.48,0.14
Japan,2023,870.07,13318.33,47.42,12.32,30.12,19.23,4316.8,0.25
China,2010,1297.48,42508.42,47.79,77.81,44.7,36.31,3506.2,0.47
Australia,2017,9878.29,40231.01,36.21,22.7,34.31,10.36,1847.26,0.44
USA,2001,4927.25,5497.1,47.07,29.29,32.87,37.49,4144.6,0.08
Canada,2015,2458.32,32384.9,41.32,66.65,34.16,35.55,1988.8,0.08
India,2001,7719.68,36230.76,74.93,23.29,39.97,13.73,2046.16,0.12
Canada,2018,2716.42,35933.45,7.52,38.08,53.8,32.11,3406.47,0.1
Germany,2005,7299.44,36295.56,78.78,70.55,50.37,21.22,4643.2,0.16
Japan,2000,8389.13,8888.16,25.73,54.61,37.97,24.39,2525.1,0.22
Brazil,2010,7864.21,16096.78,66.35,31.15,31.29,12.06,927.2,0.09
India,2017,2813.07,42286.84,39.43,55.08,54.17,16.38,755.14,0.26
Russia,2009,4076.02,44970.39,30.02,66.88,54.81,38.61,1546.08,0.29
Australia,2017,4191.18,14319.85,57.3,38.27,38.15,22.54,2315.39,0.35
China,2000,4963.6,1639.47,70.36,50.02,47.83,10.78,1523.43,0.23
India,2018,1756.99,43058.46,43.24,79.15,34.77,25.45,3573.99,0.18
Russia,2015,4579.45,19166.05,44.66,77.52,25.96,39.84,2736.13,0.34
UK,2006,5156.75,16808.45,10.0,45.63,32.86,19.98,2063.32,0.46
Canada,2014,5363.92,17676.48,83.54,16.73,47.28,14.24,1106.35,0.23
UK,2000,8217.01,21076.97,76.99,59.05,50.78,29.31,3046.8,0.18
Australia,2022,5221.61,19224.2,38.83,28.8,54.07,37.59,3386.8,0.37
USA,2020,2384.76,28538.33,70.02,56.86,20.71,35.77,3931.64,0.44
Japan,2008,6664.97,4407.54,31.63,34.62,39.46,29.71,4954.69,0.48
India,2001,7993.41,48591.24,67.09,60.31,30.96,15.52,1195.08,0.15
Brazil,2016,3261.78,46854.33,48.92,35.71,47.36,33.53,124.8,0.19
Canada,2024,6488.53,46753.13,44.17,75.88,29.81,34.7,2527.2,0.46
Canada,2023,1554.69,44024.24,9.8,19.57,42.65,35.49,4623.82,0.17
India,2009,3485.07,33186.15,87.06,14.79,48.48,22.12,1281.37,0.21
Germany,2005,9101.32,11444.87,76.18,64.68,50.8,22.27,3791.58,0.34
UK,2004,9121.95,2949.43,72.44,38.09,30.78,14.65,1631.58,0.31
Canada,2007,5795.71,5416.39,30.92,42.59,23.51,33.18,1986.44,0.45
Russia,2007,7053.28,16537.63,29.62,75.37,28.75,32.12,4741.24,0.33
China,2004,8554.75,25442.21,53.72,51.29,43.97,12.99,2332.04,0.27
Japan,2011,9589.68,49666.03,76.93,56.21,21.62,10.6,3640.34,0.08
Canada,2006,4949.88,22054.45,84.44,11.36,26.35,38.55,2771.78,0.49
Russia,2012,5659.6,26469.98,27.86,56.94,59.82,10.52,3831.33,0.24
Australia,2012,4214.85,34910.28,56.63,37.18,35.29,28.86,1620.96,0.31
Australia,2016,812.62,9446.33,66.53,42.22,39.86,23.61,4390.63,0.28
Japan,2003,4285.75,46674.94,24.24,66.56,20.44,33.32,2767.17,0.38
Germany,2017,7927.21,26687.21,39.63,46.67,43.68,12.63,1580.35,0.34
Brazil,2009,8068.37,14174.69,20.94,79.08,33.01,30.47,239.08,0.2
Japan,2002,8934.53,46787.89,64.41,65.78,41.21,28.45,115.38,0.28
USA,2011,609.52,31459.81,78.42,61.0,41.04,35.61,1799.16,0.42
Germany,2000,5318.83,24442.64,79.59,51.21,58.7,25.56,1117.72,0.34
Canada,2010,1163.5,29217.72,61.96,38.87,30.73,31.85,310.76,0.48
Japan,2017,2087.35,37540.96,34.51,13.7,42.82,23.13,2786.59,0.39
UK,2012,9012.14,8149.63,61.19,11.29,35.26,39.52,4944.51,0.27
Australia,2016,5018.23,43309.11,78.46,13.27,36.88,26.78,2140.52,0.41
Russia,2007,7609.59,47995.59,58.2,77.12,22.22,32.61,2782.96,0.25
Japan,2019,737.4,28566.48,40.1,32.62,47.54,12.79,1138.03,0.15
UK,2018,4226.58,34272.41,83.18,59.04,27.81,23.88,1064.34,0.33
Germany,2016,6774.98,43061.76,75.99,51.6,38.74,11.93,1675.45,0.21
USA,2001,1420.72,19053.13,80.01,50.02,37.37,13.65,4183.51,0.06
Russia,2002,3325.6,49645.17,81.77,50.55,38.73,25.18,4804.85,0.15
China,2002,739.02,34184.82,38.47,31.16,35.02,20.57,3711.64,0.13
USA,2005,6548.27,21487.94,78.07,72.06,29.7,23.79,151.75,0.41
Canada,2009,9711.82,34028.23,53.48,74.34,37.95,24.88,2220.15,0.38
UK,2023,8287.75,26323.16,8.24,55.12,21.85,14.79,2132.48,0.33
Japan,2021,9748.77,6026.26,59.05,70.48,29.69,20.97,4679.24,0.47
Japan,2017,8471.49,39895.33,45.0,14.2,51.39,35.82,3740.56,0.13
India,2017,8566.44,28436.59,28.39,17.03,53.71,35.7,3586.23,0.12
Australia,2013,5814.05,39894.36,87.48,49.13,48.61,24.72,2845.64,0.46
Canada,2015,5230.7,8168.14,9.68,69.26,45.3,32.47,3246.88,0.34
UK,2006,4121.92,27148.68,85.4,32.08,52.45,32.61,3508.11,0.3
Japan,2000,8199.14,38447.9,18.54,48.36,25.11,11.32,2785.15,0.38
China,2016,1902.47,49421.08,37.04,10.7,41.01,28.33,4231.9,0.18
Russia,2022,656.63,44277.67,40.46,79.06,24.65,34.14,232.63,0.32
Canada,2024,9484.15,43285.31,67.14,63.69,51.11,27.82,4709.84,0.24
Germany,2004,137.4,12749.28,23.33,35.3,40.82,26.25,3879.26,0.19
China,2000,9770.61,41980.24,88.82,78.81,52.4,25.94,2668.36,0.44
Russia,2020,7315.65,8879.42,68.67,16.47,51.96,25.24,4308.62,0.12
Brazil,2016,3352.14,10306.33,72.15,42.49,38.65,33.35,4148.5,0.06
Australia,2009,7008.42,5950.78,14.05,14.12,39.87,29.27,2125.98,0.21
Canada,2011,8196.96,42951.03,45.49,33.45,21.13,16.47,4207.09,0.14
UK,2024,2529.08,5858.6,85.38,25.36,40.94,23.0,982.27,0.41
USA,2019,7731.87,7336.52,27.96,32.16,47.1,25.86,2372.55,0.11
Russia,2024,8063.26,12671.41,17.36,76.32,29.35,22.57,1199.78,0.47
Germany,2001,2568.61,28846.79,46.26,39.9,59.46,17.13,665.77,0.13
Japan,2022,515.07,44068.92,84.08,32.74,58.99,13.74,4478.28,0.45
USA,2015,2120.81,21202.29,46.38,54.85,31.31,13.52,1866.39,0.13
China,2014,2086.4,27541.15,39.41,57.84,48.52,18.89,3437.7,0.07
Australia,2012,745.88,8741.23,60.27,78.86,21.2,22.08,1906.74,0.27
UK,2017,7287.47,13664.32,84.64,48.22,46.63,30.49,2743.41,0.21
USA,2019,3861.75,7129.33,9.17,62.68,44.96,39.55,1772.81,0.32
Germany,2021,8855.42,20790.98,18.04,36.75,52.89,36.92,3726.5,0.34
Russia,2013,2596.49,29721.62,16.28,21.97,32.17,34.41,3942.99,0.47
UK,2017,4587.0,14558.97,12.25,40.09,55.12,34.41,2181.14,0.48
Brazil,2001,6426.27,42376.79,30.68,39.31,54.32,27.88,4305.09,0.27
Japan,2001,8786.9,49071.3,24.49,39.44,46.78,17.58,1808.75,0.14
Australia,2002,5293.75,6447.67,51.64,58.68,38.89,24.16,3824.18,0.16
USA,2004,3797.89,1384.07,32.82,38.42,44.74,14.28,3267.82,0.09
Australia,2024,8683.45,39593.96,39.44,76.79,49.2,26.99,2307.11,0.18
Australia,2015,3171.44,9936.81,85.06,78.79,59.01,10.69,4450.14,0.46
Australia,2021,886.29,17980.76,18.23,46.64,24.87,15.68,2882.65,0.21
Russia,2014,4505.92,20014.45,38.02,49.09,32.52,31.37,4208.9,0.33
Australia,2011,7872.42,45871.67,26.85,38.53,51.23,18.31,3680.0,0.49
Brazil,2008,404.73,33112.49,51.68,34.89,36.37,22.6,2686.24,0.1
China,2013,5900.23,2510.17,67.59,78.97,46.9,34.96,1665.78,0.4
Germany,2020,5985.19,1233.11,74.44,12.85,25.32,11.34,4758.13,0.36
UK,2015,9292.56,10378.62,48.8,38.71,48.37,10.68,330.89,0.42
Brazil,2010,2936.0,16249.51,77.67,20.59,46.96,16.87,4477.71,0.11
UK,2005,2860.48,24483.93,71.73,60.84,43.43,30.53,2556.65,0.28
Germany,2009,4460.79,41973.05,18.35,23.61,50.61,17.08,3756.27,0.33
China,2007,3633.46,16083.48,25.86,71.93,55.2,35.91,1703.95,0.39
Canada,2015,7389.82,19138.59,62.1,36.21,53.17,20.56,1951.84,0.37
UK,2002,6453.35,16802.23,87.86,74.2,25.1,18.51,994.22,0.31
UK,2001,7613.32,943.78,36.97,79.06,49.78,16.99,4773.99,0.26
China,2015,8218.41,47782.48,24.53,63.98,37.99,27.22,264.33,0.47
USA,2018,9237.51,7380.3,78.88,53.62,33.36,35.69,1964.81,0.13
Brazil,2008,4366.27,14739.54,21.97,20.49,55.19,22.18,1706.77,0.14
USA,2015,9848.5,6900.51,64.28,75.31,42.38,17.58,4074.73,0.1
USA,2021,2235.04,24781.89,7.91,64.38,40.05,22.63,2532.87,0.1
USA,2003,7172.22,46642.22,6.61,30.16,51.38,37.14,887.07,0.44
Australia,2009,5386.69,5484.69,43.38,42.8,42.13,20.04,2569.61,0.32
Japan,2018,8187.32,22324.4,60.81,14.74,54.32,29.67,1218.28,0.47
UK,2012,4820.03,1607.55,17.11,56.13,24.12,19.89,134.71,0.45
USA,2017,7860.99,38659.46,69.93,18.77,51.05,30.24,2745.5,0.19
Brazil,2014,9308.67,32240.69,15.94,55.61,26.55,36.43,1834.02,0.34
Japan,2003,7349.71,35135.08,50.37,57.01,29.01,27.96,1232.5,0.22
Japan,2008,7783.33,23880.65,31.21,32.72,27.18,38.42,902.58,0.44
USA,2003,765.04,45427.83,68.94,76.41,29.54,28.05,2295.78,0.38
Russia,2015,2129.08,20773.09,73.35,64.53,49.27,39.25,4354.62,0.11
USA,2020,9745.61,25947.21,10.62,44.77,46.21,31.71,3802.74,0.16
Russia,2014,6962.55,34916.82,21.37,74.3,29.19,29.58,72.92,0.35
USA,2023,5658.35,26267.75,80.87,69.91,30.81,34.89,3669.19,0.16
Brazil,2001,3733.07,9872.11,40.33,58.46,23.97,10.33,409.97,0.29
Russia,2013,539.45,16195.0,45.52,20.71,36.58,17.72,2762.61,0.16
